,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,SaleType,SaleCondition,SalePrice,count_of_porch,sum_of_area_porch
63,70,RM,50.0,10300,IR1,Bnk,Inside,OldTown,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,Noune,0.0,TA,BrkTil,TA,TA,No,Unf,0,0,576,576,Gd,Y,SBrkr,902,808,1710,0,0,2,0,3,1,TA,9,0,Noune,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,WD,Normal,11.849404844423074,2,75
64,60,RL,71.68253968253968,9375,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,PConc,Gd,TA,No,GLQ,739,0,318,1057,Ex,Y,SBrkr,1057,977,2034,1,0,2,1,3,1,Gd,8,0,Noune,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,WD,Normal,12.299112067295642,1,36
65,60,RL,76.0,9591,Reg,Lvl,Inside,NridgHt,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,PConc,Ex,TA,Av,Unf,0,0,1143,1143,Ex,Y,SBrkr,1143,1330,2473,0,0,2,1,4,1,Gd,9,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,WD,Normal,12.666660207428574,1,151
66,20,RL,76.46236559139786,19900,Reg,Lvl,Inside,NAmes,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,CBlock,Gd,TA,Gd,GLQ,912,0,1035,1947,TA,Y,SBrkr,2207,0,2207,1,0,2,0,3,1,TA,7,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,WD,Normal,12.100717685412471,0,0
67,20,RL,72.0,10665,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,PConc,Gd,TA,Av,GLQ,1013,0,440,1453,Ex,Y,SBrkr,1479,0,1479,1,0,2,0,3,1,Gd,7,0,Noune,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,WD,Normal,12.328294703023394,1,29
68,30,RM,47.0,4608,Reg,Lvl,Corner,OldTown,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,747,747,TA,Y,SBrkr,747,0,747,0,0,1,0,2,1,TA,4,0,Noune,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,WD,Normal,11.289794413577894,0,0
69,50,RL,81.0,15593,Reg,Lvl,Corner,ClearCr,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,Noune,0.0,Gd,CBlock,TA,TA,No,BLQ,603,0,701,1304,TA,Y,SBrkr,1304,983,2287,0,0,2,0,3,1,TA,7,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,WD,Normal,12.323860125621126,2,135
70,20,RL,95.0,13651,IR1,Lvl,Inside,NAmes,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,CBlock,Gd,TA,Gd,ALQ,1880,0,343,2223,Ex,Y,SBrkr,2223,0,2223,1,0,2,0,3,1,TA,8,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,WD,Normal,12.404927602627597,0,0
71,20,RL,69.0,7599,Reg,Lvl,Corner,Mitchel,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,565,0,280,845,TA,Y,SBrkr,845,0,845,1,0,1,0,2,1,TA,4,0,Noune,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,WD,Normal,11.771443882099637,0,0
72,60,RL,74.0,10141,IR1,Lvl,Corner,Gilbert,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,PConc,Gd,TA,No,Unf,0,0,832,832,Gd,Y,SBrkr,885,833,1718,0,0,2,1,3,1,TA,7,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,WD,Normal,12.128116509451258,2,385
73,20,RL,85.0,10200,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,CBlock,TA,TA,No,ALQ,320,362,404,1086,Gd,Y,SBrkr,1086,0,1086,1,0,1,0,3,1,TA,6,0,Noune,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,WD,Normal,11.88380602959621,0,0
74,50,RM,60.0,5790,Reg,Lvl,Corner,OldTown,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,CBlock,Fa,TA,No,Unf,0,0,840,840,Gd,N,SBrkr,840,765,1605,0,0,2,0,3,2,TA,8,0,Noune,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,WD,Normal,11.58432477200052,1,202
75,180,RM,21.0,1596,Reg,Lvl,Inside,MeadowV,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,Noune,0.0,TA,CBlock,Gd,TA,Gd,GLQ,462,0,0,462,TA,Y,SBrkr,526,462,988,1,0,1,0,2,1,TA,5,0,Noune,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,WD,Normal,11.418625774449598,1,101
76,20,RL,76.46236559139786,8475,IR1,Lvl,Inside,NAmes,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,228,0,724,952,Ex,Y,FuseA,952,0,952,0,0,1,0,2,1,TA,4,0,Noune,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,WD,Normal,11.818577604251555,0,0
77,50,RM,50.0,8635,Reg,Lvl,Inside,BrkSide,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,CBlock,TA,TA,No,BLQ,336,41,295,672,TA,Y,SBrkr,1072,213,1285,1,0,1,0,2,1,TA,6,0,Noune,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,WD,Normal,11.751950239425476,0,0
78,90,RL,72.0,10778,Reg,Lvl,Inside,Sawyer,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,1768,1768,TA,N,SBrkr,1768,0,1768,0,0,2,0,4,2,TA,8,0,Noune,Noune,1968.0,Noune,0,0,Noune,Noune,Y,0,WD,Normal,11.824087219587643,0,0
79,50,RM,60.0,10440,Reg,Lvl,Corner,OldTown,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,PConc,TA,TA,No,Unf,0,0,440,440,Gd,Y,SBrkr,682,548,1230,0,0,1,1,2,1,TA,5,0,Noune,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,WD,Normal,11.608244735642321,1,128
80,60,RL,100.0,13000,Reg,Lvl,Corner,NAmes,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,CBlock,Gd,TA,No,Rec,448,0,448,896,TA,Y,SBrkr,1182,960,2142,0,0,2,1,4,1,Gd,8,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,WD,Normal,12.173037959397275,2,324
81,120,RM,32.0,4500,Reg,Lvl,FR2,Mitchel,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,PConc,Ex,Gd,No,GLQ,1201,0,36,1237,Ex,Y,SBrkr,1337,0,1337,1,0,2,0,2,1,TA,5,0,Noune,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,WD,Normal,11.941462360646149,1,199
82,20,RL,78.0,10206,Reg,Lvl,Inside,Somerst,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,PConc,Gd,TA,No,GLQ,33,0,1530,1563,Ex,Y,SBrkr,1563,0,1563,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,WD,Normal,12.409017571151187,1,99
83,20,RL,80.0,8892,IR1,Lvl,Inside,NAmes,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,CBlock,TA,TA,No,Unf,0,0,1065,1065,Gd,Y,SBrkr,1065,0,1065,0,0,1,1,3,1,TA,6,0,Noune,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,COD,Normal,11.748005492256807,0,0
84,80,RL,79.87755102040816,8530,IR1,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,PConc,Gd,TA,No,Unf,0,0,384,384,Gd,Y,SBrkr,804,670,1474,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,WD,Normal,12.034696963475044,1,72
85,60,RL,121.0,16059,Reg,Lvl,Corner,NoRidge,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,CBlock,Gd,TA,No,Unf,0,0,1288,1288,Ex,Y,SBrkr,1301,1116,2417,0,0,2,1,4,1,Gd,9,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,WD,Normal,12.468440756144114,1,82
86,60,RL,122.0,11911,IR2,Lvl,Inside,Gilbert,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,Av,Unf,0,0,684,684,Ex,Y,SBrkr,684,876,1560,0,0,2,1,3,1,Gd,6,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,WD,Normal,12.066816325306588,1,38
87,160,FV,40.0,3951,Reg,Lvl,Corner,Somerst,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,PConc,Gd,TA,Av,Unf,0,0,612,612,Ex,Y,SBrkr,612,612,1224,0,0,2,1,2,1,Gd,4,0,Noune,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,New,Partial,12.010671928196443,1,234
88,50,C (all),105.0,8470,IR1,Lvl,Corner,IDOTRR,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,Noune,0.0,Fa,CBlock,TA,Fa,No,Unf,0,0,1013,1013,TA,N,SBrkr,1013,0,1526,0,0,1,0,2,1,Fa,6,0,Noune,Noune,1960.0,Noune,0,0,Noune,Noune,N,0,ConLD,Abnorml,11.350418300109132,1,156
89,20,RL,60.0,8070,Reg,Lvl,Inside,CollgCr,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,No,GLQ,588,0,402,990,Ex,Y,SBrkr,990,0,990,1,0,1,0,3,1,TA,5,0,Noune,Noune,1994.0,Noune,0,0,Noune,Noune,Y,0,WD,Normal,11.724813914587886,0,0
90,20,RL,60.0,7200,Reg,Lvl,Inside,NAmes,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,Noune,0.0,TA,Slab,Noune,Noune,Noune,Noune,0,0,0,0,TA,Y,FuseA,1040,0,1040,0,0,1,0,2,1,TA,4,0,Noune,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,WD,Normal,11.60733523953139,1,29
91,20,RL,85.0,8500,Reg,Lvl,Inside,NAmes,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,CBlock,TA,TA,No,Rec,600,0,635,1235,TA,Y,SBrkr,1235,0,1235,0,0,1,0,2,1,TA,6,0,Noune,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,WD,Abnorml,11.498836682527127,0,0
92,30,RL,80.0,13360,IR1,HLS,Inside,Crawfor,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,Gd,TA,No,ALQ,713,0,163,876,Ex,Y,SBrkr,964,0,964,1,0,1,0,2,1,TA,5,0,Noune,Detchd,1921.0,Unf,2,432,TA,TA,Y,0,WD,Normal,12.004574385508691,1,44
93,190,C (all),60.0,7200,Reg,Lvl,Corner,OldTown,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,Noune,0.0,TA,BrkTil,TA,Fa,Mn,Rec,1046,0,168,1214,Ex,N,SBrkr,1260,1031,2291,0,1,2,0,4,2,TA,9,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,WD,Normal,11.804855999911272,1,99
94,60,RL,69.0,9337,IR1,Lvl,Inside,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,No,GLQ,648,0,176,824,Ex,Y,SBrkr,905,881,1786,1,0,2,1,3,1,Gd,7,0,Noune,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,WD,Normal,12.229549885708273,1,162
95,60,RL,79.87755102040816,9765,IR2,Lvl,Corner,Gilbert,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,PConc,Gd,Gd,No,ALQ,310,0,370,680,Gd,Y,SBrkr,680,790,1470,0,0,2,1,3,1,TA,6,1,TA,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,WD,Normal,12.128116509451258,1,63
96,20,RL,78.0,10264,IR1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,PConc,Gd,TA,Av,ALQ,1162,0,426,1588,Ex,Y,SBrkr,1588,0,1588,0,0,2,0,3,1,Gd,6,0,Noune,Attchd,1999.0,RFn,2,472,TA,TA,Y,158,WD,Normal,12.273735966890268,1,29
97,20,RL,73.0,10921,Reg,HLS,Inside,Edwards,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,CBlock,TA,TA,No,Rec,520,0,440,960,TA,Y,FuseF,960,0,960,1,0,1,0,3,1,TA,6,0,Noune,Attchd,1965.0,Fin,1,432,TA,TA,P,120,WD,Normal,11.459007676978688,0,0
98,30,RL,85.0,10625,Reg,Lvl,Corner,Edwards,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,BrkTil,TA,TA,No,ALQ,108,0,350,458,Fa,N,SBrkr,835,0,835,0,0,1,0,2,1,TA,5,0,Noune,Basment,1920.0,Unf,1,366,Fa,TA,Y,0,COD,Abnorml,11.326607934898927,1,77
99,20,RL,77.0,9320,IR1,Lvl,Inside,NAmes,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,569,0,381,950,Fa,Y,SBrkr,1225,0,1225,1,0,1,1,3,1,TA,6,0,Noune,Noune,1959.0,Noune,0,0,Noune,Noune,Y,352,WD,Normal,11.767187766223199,0,0
100,20,RL,81.28888888888889,10603,IR1,Lvl,Inside,NWAmes,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,PConc,TA,TA,Mn,ALQ,1200,0,410,1610,Gd,Y,SBrkr,1610,0,1610,1,0,2,0,3,1,Gd,6,2,TA,Attchd,1977.0,RFn,2,480,TA,TA,Y,168,WD,Normal,12.230770136157428,1,68
101,60,RL,77.0,9206,Reg,Lvl,Inside,SawyerW,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,CBlock,Gd,TA,No,Unf,0,0,741,741,TA,Y,SBrkr,977,755,1732,0,0,2,1,3,1,Gd,7,1,TA,Attchd,1985.0,Fin,2,476,TA,TA,Y,192,WD,Normal,12.08954444723597,1,46
102,90,RL,64.0,7018,Reg,Bnk,Inside,SawyerW,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,Slab,Noune,Noune,Noune,Noune,0,0,0,0,TA,Y,SBrkr,1535,0,1535,0,0,2,0,4,2,TA,8,0,Noune,Attchd,1979.0,Unf,2,410,TA,TA,Y,0,WD,Alloca,11.68658461118553,0,0
103,20,RL,94.0,10402,IR1,Lvl,Corner,CollgCr,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,No,Unf,0,0,1226,1226,Ex,Y,SBrkr,1226,0,1226,0,0,2,0,3,1,Gd,6,0,Noune,Attchd,2009.0,RFn,3,740,TA,TA,Y,0,WD,Normal,12.200562492481511,1,36
104,50,RM,62.5,7758,Reg,Lvl,Corner,IDOTRR,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,PConc,TA,TA,No,LwQ,224,0,816,1040,Ex,Y,FuseF,1226,592,1818,0,0,1,1,4,1,TA,7,2,TA,Detchd,1951.0,Unf,1,240,TA,TA,Y,0,WD,Normal,12.040614105490253,1,184
105,60,FV,75.0,9375,Reg,Lvl,Inside,Somerst,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,PConc,Ex,TA,No,Unf,0,0,1053,1053,Ex,Y,SBrkr,1053,939,1992,0,0,2,1,3,1,Gd,9,1,Gd,Attchd,2003.0,RFn,2,648,TA,TA,Y,140,WD,Normal,12.429220196836383,1,45
106,30,RM,60.0,10800,Reg,Lvl,Inside,OldTown,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,Noune,0.0,TA,BrkTil,Fa,TA,No,Unf,0,0,641,641,Gd,Y,SBrkr,1047,0,1047,0,0,1,0,2,1,TA,6,0,Noune,Detchd,1954.0,Unf,1,273,Fa,Fa,N,0,WD,Normal,11.51293546492023,0,0
107,20,RM,50.0,6000,Reg,Lvl,Inside,OldTown,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,104,169,516,789,Ex,Y,SBrkr,789,0,789,0,0,1,0,2,1,TA,5,0,Noune,Detchd,1948.0,Unf,1,250,TA,TA,Y,0,WD,Partial,11.652696102959753,0,0
108,50,RM,85.0,8500,Reg,Lvl,Corner,IDOTRR,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,Noune,0.0,TA,CBlock,TA,TA,No,Unf,0,0,793,793,TA,N,FuseF,997,520,1517,0,0,2,0,3,1,Fa,7,0,Noune,Noune,1954.5,Noune,0,0,Noune,Noune,N,0,WD,Normal,11.652696102959753,1,144
109,20,RL,105.0,11751,IR1,Lvl,Inside,NWAmes,1Fam,1Story,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,CBlock,Gd,TA,No,BLQ,705,0,1139,1844,Ex,Y,SBrkr,1844,0,1844,0,0,2,0,3,1,TA,7,1,TA,Attchd,1977.0,RFn,2,546,TA,TA,Y,0,COD,Normal,12.154784614286667,1,122
110,50,RL,75.0,9525,Reg,Lvl,Inside,Edwards,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,CBlock,TA,Fa,No,Rec,444,0,550,994,Gd,Y,SBrkr,1216,639,1855,0,0,2,0,4,1,TA,7,0,Noune,Attchd,1954.0,Unf,1,325,TA,TA,Y,182,WD,Normal,11.827013315851762,0,0
111,80,RL,79.87755102040816,7750,IR1,Lvl,Inside,Gilbert,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,No,GLQ,250,0,134,384,Ex,Y,SBrkr,774,656,1430,0,0,2,1,3,1,TA,7,1,TA,BuiltIn,2000.0,Fin,2,400,TA,TA,Y,180,WD,Normal,12.100717685412471,0,0
112,60,RL,77.0,9965,Reg,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,PConc,Ex,TA,Av,GLQ,984,0,280,1264,Ex,Y,SBrkr,1282,1414,2696,1,0,2,1,4,1,Ex,10,1,Gd,BuiltIn,2007.0,Fin,3,792,TA,TA,Y,120,New,Partial,12.85832230788469,2,352
113,20,RL,71.8048780487805,21000,Reg,Bnk,Corner,Crawfor,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,CBlock,Gd,TA,Mn,ALQ,35,869,905,1809,TA,Y,SBrkr,2259,0,2259,1,0,2,0,3,1,Gd,7,2,Gd,Basment,1953.0,Unf,2,450,TA,TA,Y,166,COD,Abnorml,12.28765724080691,2,312
114,70,RL,61.0,7259,IR1,Lvl,Inside,Crawfor,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,CBlock,TA,TA,No,ALQ,774,150,104,1028,Ex,Y,SBrkr,1436,884,2320,1,0,2,1,3,1,Gd,9,1,TA,Detchd,1945.0,Unf,1,180,TA,TA,Y,224,WD,Normal,12.466515835145202,0,0
115,160,FV,34.0,3230,Reg,Lvl,Corner,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,PConc,Gd,TA,No,GLQ,419,0,310,729,Gd,Y,SBrkr,729,729,1458,0,0,2,1,2,1,TA,5,1,Fa,Detchd,1999.0,Unf,2,440,TA,TA,Y,0,WD,Normal,12.07824495582233,1,32
116,20,RL,74.4375,11616,Reg,Lvl,Inside,Sawyer,1Fam,1Story,5,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,CBlock,TA,TA,No,LwQ,170,670,252,1092,TA,Y,SBrkr,1092,0,1092,0,1,1,0,3,1,TA,6,1,Po,Attchd,1962.0,Unf,1,288,TA,TA,Y,0,WD,Normal,11.842236406331555,2,164
117,20,RL,74.0,8536,Reg,Lvl,Corner,Edwards,1Fam,1Story,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,TA,PConc,Gd,TA,No,Unf,0,0,1125,1125,Gd,Y,SBrkr,1125,0,1125,0,0,1,1,2,1,TA,5,0,Noune,Attchd,2007.0,Unf,2,430,TA,TA,Y,80,New,Partial,11.951186847493476,1,64
118,60,RL,90.0,12376,Reg,Lvl,Corner,SawyerW,1Fam,2Story,7,5,1990,1990,Hip,CompShg,Plywood,Plywood,Noune,0.0,TA,PConc,Gd,TA,Mn,GLQ,1470,0,203,1673,Gd,Y,SBrkr,1699,1523,3222,1,0,3,0,5,1,Gd,11,2,TA,Attchd,1990.0,Unf,3,594,TA,TA,Y,367,WD,Normal,12.676079399771027,0,0
119,60,RL,65.0,8461,Reg,Lvl,Inside,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Noune,0.0,Gd,PConc,Gd,TA,No,Unf,0,0,728,728,Ex,Y,SBrkr,728,728,1456,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2005.0,Fin,2,390,TA,TA,Y,0,New,Partial,12.0075668272517,1,24
120,80,RL,83.46153846153847,21453,IR1,Low,CulDSac,ClearCr,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,Noune,0.0,TA,CBlock,TA,TA,Gd,ALQ,938,0,0,938,Ex,Y,SBrkr,988,0,988,1,0,1,0,1,1,TA,4,2,TA,Attchd,1969.0,Unf,2,540,TA,TA,Y,0,WD,Normal,12.100717685412471,2,260
121,50,RM,50.0,6060,Reg,Lvl,Inside,IDOTRR,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,AsbShng,AsbShng,Noune,0.0,TA,PConc,TA,TA,No,Unf,0,0,732,732,Gd,Y,SBrkr,772,351,1123,0,0,1,0,3,1,TA,4,0,Noune,Detchd,1979.0,Unf,1,264,TA,TA,P,0,WD,Normal,11.51293546492023,1,140
122,20,RL,75.0,9464,Reg,Lvl,Corner,NAmes,1Fam,1Story,6,7,1958,1958,Hip,CompShg,MetalSd,MetalSd,BrkFace,135.0,TA,CBlock,TA,TA,No,BLQ,570,0,510,1080,Gd,Y,SBrkr,1080,0,1080,0,0,1,0,3,1,TA,5,0,Noune,Attchd,1958.0,Unf,1,288,TA,TA,Y,0,WD,Normal,11.820417517632333,1,130
123,120,RL,55.0,7892,Reg,Lvl,Inside,SawyerW,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,Noune,0.0,Gd,PConc,Gd,TA,No,GLQ,300,0,899,1199,Ex,Y,SBrkr,1199,0,1199,0,0,2,0,2,1,Gd,5,0,Noune,Attchd,1993.0,RFn,2,530,TA,TA,Y,0,WD,Normal,11.944064817531656,1,63
124,20,RL,48.0,17043,IR1,Lvl,CulDSac,NWAmes,1Fam,1Story,6,5,1979,1998,Gable,CompShg,HdBoard,HdBoard,Noune,0.0,TA,CBlock,Gd,Fa,No,Unf,0,0,1362,1362,TA,Y,SBrkr,1586,0,1586,0,0,2,0,3,1,TA,7,1,TA,Attchd,1979.0,Unf,2,435,TA,TA,Y,192,WD,Normal,12.10625783509458,0,0
125,190,RM,60.0,6780,Reg,Lvl,Inside,IDOTRR,2fmCon,1.5Fin,6,8,1935,1982,Gable,CompShg,Wd Sdng,Wd Sdng,Noune,0.0,TA,CBlock,TA,TA,Av,GLQ,490,0,30,520,Gd,N,SBrkr,520,0,754,1,0,1,0,2,1,TA,5,0,Noune,Noune,1958.5,Noune,0,0,Noune,Noune,N,53,WD,Normal,11.344518647594766,0,0
126,120,RL,32.285714285714285,4928,IR1,Lvl,Inside,NPkVill,TwnhsE,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,Noune,0.0,TA,CBlock,Gd,TA,No,ALQ,120,0,958,1078,TA,Y,SBrkr,958,0,958,0,0,2,0,2,1,TA,5,1,TA,Attchd,1977.0,RFn,2,440,TA,TA,Y,0,WD,Normal,11.759793355371237,1,205
127,45,RM,55.0,4388,IR1,Bnk,Inside,OldTown,1Fam,1.5Unf,5,7,1930,1950,Gable,CompShg,WdShing,Wd Sdng,Noune,0.0,TA,BrkTil,TA,TA,No,LwQ,116,0,556,672,Ex,Y,SBrkr,840,0,840,0,0,1,0,3,1,TA,5,1,TA,Noune,1932.0,Noune,0,0,Noune,Noune,N,0,WD,Normal,11.373674891823535,0,0
128,60,RL,69.0,7590,Reg,Lvl,Inside,NAmes,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,TA,CBlock,TA,TA,No,BLQ,512,0,148,660,TA,Y,SBrkr,660,688,1348,0,0,1,1,3,1,TA,6,1,Fa,Attchd,1966.0,RFn,2,453,TA,TA,Y,188,WD,Normal,11.951186847493476,1,108
